,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
20725,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Edmodo,N,N
20726,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Edpuzzle,N,N
20727,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Educational software,N,N
20728,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Facebook,Y,N
20729,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Google Classroom,N,N
20730,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Google Workspace software,Y,N
20731,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Kahoot!,N,N
20732,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Learning management system LMS,N,N
20733,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Excel,Y,Y
20734,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Office software,Y,Y
20735,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Outlook,Y,N
20736,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft PowerPoint,Y,N
20737,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Publisher,N,N
20738,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Word,Y,N
20739,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Quizlet,N,N
20740,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",SAP software,Y,N
20741,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Web browser software,N,N
20742,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Word processing software,N,N
20743,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Zoom,Y,N
20744,25-3021.00,Self-Enrichment Teachers,Adobe Acrobat,Y,N
20745,25-3021.00,Self-Enrichment Teachers,Adobe Dreamweaver,N,N
20746,25-3021.00,Self-Enrichment Teachers,Adobe Photoshop,Y,N
20747,25-3021.00,Self-Enrichment Teachers,Blackboard software,N,N
20748,25-3021.00,Self-Enrichment Teachers,Corel Paint Shop Pro,N,N
20749,25-3021.00,Self-Enrichment Teachers,Educational software,N,N
20750,25-3021.00,Self-Enrichment Teachers,Email software,N,N
20751,25-3021.00,Self-Enrichment Teachers,Google Classroom,N,N
20752,25-3021.00,Self-Enrichment Teachers,Hypertext markup language HTML,Y,N
20753,25-3021.00,Self-Enrichment Teachers,Microsoft Access,Y,N
20754,25-3021.00,Self-Enrichment Teachers,Microsoft Excel,Y,N
20755,25-3021.00,Self-Enrichment Teachers,Microsoft Internet Explorer,N,N
20756,25-3021.00,Self-Enrichment Teachers,Microsoft Office software,Y,N
20757,25-3021.00,Self-Enrichment Teachers,Microsoft PowerPoint,Y,N
20758,25-3021.00,Self-Enrichment Teachers,Microsoft Windows Movie Maker,N,N
20759,25-3021.00,Self-Enrichment Teachers,Microsoft Word,Y,N
20760,25-3021.00,Self-Enrichment Teachers,Nearpod,N,N
20761,25-3021.00,Self-Enrichment Teachers,Schoology,N,N
20762,25-3021.00,Self-Enrichment Teachers,Video editing software,N,N
20763,25-3021.00,Self-Enrichment Teachers,Web browser software,N,N
20764,25-3021.00,Self-Enrichment Teachers,Word processing software,N,N
20765,25-3021.00,Self-Enrichment Teachers,YouTube,N,N
20766,25-3031.00,"Substitute Teachers, Short-Term",Common Curriculum,N,N
20767,25-3031.00,"Substitute Teachers, Short-Term",EasyCBM,N,N
20768,25-3031.00,"Substitute Teachers, Short-Term",Edmodo,N,N
20769,25-3031.00,"Substitute Teachers, Short-Term",Flipgrid,N,N
20770,25-3031.00,"Substitute Teachers, Short-Term",Google Classroom,N,N
20771,25-3031.00,"Substitute Teachers, Short-Term",Google Meet,N,N
20772,25-3031.00,"Substitute Teachers, Short-Term",Instructure Canvas,N,N
20773,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Excel,Y,N
20774,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Office software,Y,N
20775,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Outlook,Y,N
20776,25-3031.00,"Substitute Teachers, Short-Term",Moodle,N,N
20777,25-3031.00,"Substitute Teachers, Short-Term",Nearpod,N,N
20778,25-3031.00,"Substitute Teachers, Short-Term",Schoology,N,N
20779,25-3031.00,"Substitute Teachers, Short-Term",Seesaw,N,N
20780,25-3041.00,Tutors,Academic educational software,N,N
20781,25-3041.00,Tutors,Appointment scheduling software,N,N
20782,25-3041.00,Tutors,Blackboard software,N,N
20783,25-3041.00,Tutors,Database software,N,N
20784,25-3041.00,Tutors,Desmos,N,N
20785,25-3041.00,Tutors,Edpuzzle,N,N
20786,25-3041.00,Tutors,Email software,N,N
20787,25-3041.00,Tutors,Facebook,Y,N
20788,25-3041.00,Tutors,Flipgrid,N,N
20789,25-3041.00,Tutors,Google Classroom,N,N
20790,25-3041.00,Tutors,Google Drive,N,N
20791,25-3041.00,Tutors,Google Meet,N,N
20792,25-3041.00,Tutors,Microsoft Excel,Y,N
20793,25-3041.00,Tutors,Microsoft Office software,Y,N
20794,25-3041.00,Tutors,Microsoft PowerPoint,Y,N
20795,25-3041.00,Tutors,Microsoft Word,Y,N
20796,25-3041.00,Tutors,Moodle,N,N
20797,25-3041.00,Tutors,Nearpod,N,N
20798,25-3041.00,Tutors,Redrock Software TutorTrac,N,N
20799,25-3041.00,Tutors,Schoology,N,N
20800,25-3041.00,Tutors,Screencastify,N,N
20801,25-3041.00,Tutors,Seesaw,N,N
20802,25-3041.00,Tutors,Web browser software,N,N
20803,25-3041.00,Tutors,Zoom,Y,N
20804,25-4011.00,Archivists,Adlib Information Systems Adlib Archive,N,N
20805,25-4011.00,Archivists,Adobe Acrobat,Y,N
20806,25-4011.00,Archivists,Adobe Creative Cloud software,Y,N
20807,25-4011.00,Archivists,Adobe Illustrator,Y,N
20808,25-4011.00,Archivists,Adobe InDesign,Y,N
20809,25-4011.00,Archivists,Adobe Photoshop,Y,N
20810,25-4011.00,Archivists,Adobe Premiere Pro,N,N
20811,25-4011.00,Archivists,Apple Final Cut Pro,N,N
20812,25-4011.00,Archivists,Archivists' Toolkit,N,Y
20813,25-4011.00,Archivists,Archon,N,N
20814,25-4011.00,Archivists,Corel Paint Shop Pro,N,N
20815,25-4011.00,Archivists,Database software,N,N
20816,25-4011.00,Archivists,DiMeMa CONTENTdm,N,N
20817,25-4011.00,Archivists,Dynamic hypertext markup language DHTML,N,N
20818,25-4011.00,Archivists,Encoded archival system EAD,N,N
20819,25-4011.00,Archivists,Esri ArcGIS,N,N
20820,25-4011.00,Archivists,Extensible markup language XML,Y,N
20821,25-4011.00,Archivists,FileMaker Pro,N,N
20822,25-4011.00,Archivists,Gallery Systems The Museum System,N,N
20823,25-4011.00,Archivists,Geographic information system GIS systems,N,N
20824,25-4011.00,Archivists,Hypertext markup language HTML,Y,N
20825,25-4011.00,Archivists,Microsoft Access,Y,N
20826,25-4011.00,Archivists,Microsoft Excel,Y,Y
20827,25-4011.00,Archivists,Microsoft Office software,Y,Y
20828,25-4011.00,Archivists,Microsoft Outlook,Y,Y
20829,25-4011.00,Archivists,Microsoft PowerPoint,Y,N
20830,25-4011.00,Archivists,Microsoft Word,Y,Y
20831,25-4011.00,Archivists,Omeka software,N,N
20832,25-4011.00,Archivists,PREMIS,N,N
20833,25-4011.00,Archivists,Presentation software,N,N
20834,25-4011.00,Archivists,Web browser software,N,N
20835,25-4011.00,Archivists,Word processing software,N,N
20836,25-4012.00,Curators,Adobe Acrobat,Y,N
20837,25-4012.00,Curators,Adobe Creative Cloud software,Y,N
20838,25-4012.00,Curators,Adobe FreeHand MX,N,N
20839,25-4012.00,Curators,Adobe Illustrator,Y,N
20840,25-4012.00,Curators,Adobe InDesign,Y,N
20841,25-4012.00,Curators,Adobe Photoshop,Y,N
20842,25-4012.00,Curators,Apple macOS,Y,N
20843,25-4012.00,Curators,Artsystems Collections,N,N
20844,25-4012.00,Curators,Autodesk AutoCAD,Y,N
20845,25-4012.00,Curators,Corel WordPerfect Office Suite,N,N
20846,25-4012.00,Curators,Cuadra Associates STAR/Museums,N,N
20847,25-4012.00,Curators,Database software,N,N
20848,25-4012.00,Curators,Desktop publishing software,N,N
20849,25-4012.00,Curators,Eloquent Systems Eloquent,N,N
20850,25-4012.00,Curators,Ex Libris Group DigiTool,N,N
20851,25-4012.00,Curators,Extensible markup language XML,Y,N
20852,25-4012.00,Curators,Facebook,Y,N
20853,25-4012.00,Curators,FileMaker Pro,N,N
20854,25-4012.00,Curators,Gallery Systems EmbARK,N,N
20855,25-4012.00,Curators,Gallery Systems The Museum System,N,N
20856,25-4012.00,Curators,Graphics software,N,N
20857,25-4012.00,Curators,KE Software EMu,N,N
20858,25-4012.00,Curators,Linux,Y,N
20859,25-4012.00,Curators,Microsoft Access,Y,N
20860,25-4012.00,Curators,Microsoft Excel,Y,Y
20861,25-4012.00,Curators,Microsoft Office software,Y,Y
20862,25-4012.00,Curators,Microsoft Outlook,Y,Y
20863,25-4012.00,Curators,Microsoft Paint,N,N
20864,25-4012.00,Curators,Microsoft PowerPoint,Y,Y
20865,25-4012.00,Curators,Microsoft Visual Studio,Y,N
20866,25-4012.00,Curators,Microsoft Word,Y,Y
20867,25-4012.00,Curators,MINISIS MINT,N,N
20868,25-4012.00,Curators,PastPerfect Software PastPerfect,N,N
20869,25-4012.00,Curators,Perl,Y,N
20870,25-4012.00,Curators,Python,Y,N
20871,25-4012.00,Curators,Questor Systems ARGUS,N,N
20872,25-4012.00,Curators,R,Y,N
20873,25-4012.00,Curators,Re:discovery Software Proficio,N,N
20874,25-4012.00,Curators,SAS,Y,N
20875,25-4012.00,Curators,Scheduling software,N,N
20876,25-4012.00,Curators,Social media sites,N,N
20877,25-4012.00,Curators,Structure query language SQL,N,N
20878,25-4012.00,Curators,Vernon Systems Limited Vernon CMS,N,N
20879,25-4012.00,Curators,Web browser software,N,N
20880,25-4012.00,Curators,Willoughby Associates MIMSY XG,N,N
20881,25-4012.00,Curators,Word processing software,N,N
20882,25-4013.00,Museum Technicians and Conservators,Adobe Acrobat,Y,N
20883,25-4013.00,Museum Technicians and Conservators,Adobe Creative Cloud software,Y,N
20884,25-4013.00,Museum Technicians and Conservators,Adobe Illustrator,Y,N
20885,25-4013.00,Museum Technicians and Conservators,Adobe InDesign,Y,N
20886,25-4013.00,Museum Technicians and Conservators,Adobe Photoshop,Y,N
20887,25-4013.00,Museum Technicians and Conservators,Autodesk AutoCAD,Y,N
20888,25-4013.00,Museum Technicians and Conservators,Gallery Systems EmbARK,N,N
20889,25-4013.00,Museum Technicians and Conservators,Microsoft Active Server Pages ASP,Y,N
20890,25-4013.00,Museum Technicians and Conservators,Microsoft Excel,Y,N
20891,25-4013.00,Museum Technicians and Conservators,Microsoft Office software,Y,N
20892,25-4013.00,Museum Technicians and Conservators,Microsoft Outlook,Y,N
20893,25-4013.00,Museum Technicians and Conservators,Microsoft PowerPoint,Y,N
20894,25-4013.00,Museum Technicians and Conservators,Microsoft Visual FoxPro,N,N
20895,25-4013.00,Museum Technicians and Conservators,Microsoft Word,Y,N
20896,25-4013.00,Museum Technicians and Conservators,PastPerfect Software PastPerfect,N,N
20897,25-4013.00,Museum Technicians and Conservators,Questor Systems ARGUS,N,N
20898,25-4013.00,Museum Technicians and Conservators,Questor Systems QScan32,N,N
20899,25-4013.00,Museum Technicians and Conservators,Word processing software,N,N
20900,25-4022.00,Librarians and Media Collections Specialists,Adobe Acrobat,Y,N
20901,25-4022.00,Librarians and Media Collections Specialists,Adobe After Effects,Y,N
20902,25-4022.00,Librarians and Media Collections Specialists,Adobe Creative Cloud software,Y,N
20903,25-4022.00,Librarians and Media Collections Specialists,Adobe Dreamweaver,N,N
20904,25-4022.00,Librarians and Media Collections Specialists,Adobe Illustrator,Y,N
20905,25-4022.00,Librarians and Media Collections Specialists,Adobe InDesign,Y,N
20906,25-4022.00,Librarians and Media Collections Specialists,Adobe Photoshop,Y,N
20907,25-4022.00,Librarians and Media Collections Specialists,Adobe Premiere Pro,N,N
20908,25-4022.00,Librarians and Media Collections Specialists,Apple Final Cut Pro,N,N
20909,25-4022.00,Librarians and Media Collections Specialists,Apple iMovie,N,N
20910,25-4022.00,Librarians and Media Collections Specialists,askSam Systems SurfSaver,N,N
20911,25-4022.00,Librarians and Media Collections Specialists,Autodesk AutoCAD,Y,N
20912,25-4022.00,Librarians and Media Collections Specialists,Blackboard software,N,N
20913,25-4022.00,Librarians and Media Collections Specialists,Blogging software,N,N
20914,25-4022.00,Librarians and Media Collections Specialists,Cascading style sheets CSS,Y,N
20915,25-4022.00,Librarians and Media Collections Specialists,CatchTheWeb,N,N
20916,25-4022.00,Librarians and Media Collections Specialists,CATNYP,N,N
20917,25-4022.00,Librarians and Media Collections Specialists,Classification Web,N,N
20918,25-4022.00,Librarians and Media Collections Specialists,Data visualization software,N,N
20919,25-4022.00,Librarians and Media Collections Specialists,Database software,N,N
20920,25-4022.00,Librarians and Media Collections Specialists,Desktop publishing software,N,N
20921,25-4022.00,Librarians and Media Collections Specialists,Drupal,N,N
20922,25-4022.00,Librarians and Media Collections Specialists,Dynix Digital Library,N,N
20923,25-4022.00,Librarians and Media Collections Specialists,Electronic Online Systems International EOS.Web,N,N
20924,25-4022.00,Librarians and Media Collections Specialists,Email software,N,N
20925,25-4022.00,Librarians and Media Collections Specialists,Ex Libris Group Aleph,N,N
20926,25-4022.00,Librarians and Media Collections Specialists,Ex Libris Group Voyager,N,N
