,O*NET-SOC Code,Title,Element Name,Data Value
36076,41-2012.00,Gambling Change Persons and Booth Cashiers,Medicine and Dentistry,1.1
36100,41-2012.00,Gambling Change Persons and Booth Cashiers,Transportation,1.13
36054,41-2012.00,Gambling Change Persons and Booth Cashiers,Engineering and Technology,1.14
36066,41-2012.00,Gambling Change Persons and Booth Cashiers,Chemistry,1.17
36074,41-2012.00,Gambling Change Persons and Booth Cashiers,Geography,1.29
36090,41-2012.00,Gambling Change Persons and Booth Cashiers,Philosophy and Theology,1.3
36048,41-2012.00,Gambling Change Persons and Booth Cashiers,Production and Processing,1.34
36046,41-2012.00,Gambling Change Persons and Booth Cashiers,Personnel and Human Resources,1.35
36078,41-2012.00,Gambling Change Persons and Booth Cashiers,Therapy and Counseling,1.35
36060,41-2012.00,Gambling Change Persons and Booth Cashiers,Mechanical,1.36
36084,41-2012.00,Gambling Change Persons and Booth Cashiers,Foreign Language,1.39
36036,41-2012.00,Gambling Change Persons and Booth Cashiers,Administration and Management,1.68
36042,41-2012.00,Gambling Change Persons and Booth Cashiers,Sales and Marketing,1.68
36072,41-2012.00,Gambling Change Persons and Booth Cashiers,Sociology and Anthropology,1.75
36098,41-2012.00,Gambling Change Persons and Booth Cashiers,Communications and Media,2.06
36080,41-2012.00,Gambling Change Persons and Booth Cashiers,Education and Training,2.16
36040,41-2012.00,Gambling Change Persons and Booth Cashiers,Economics and Accounting,2.24
36096,41-2012.00,Gambling Change Persons and Booth Cashiers,Telecommunications,2.24
36070,41-2012.00,Gambling Change Persons and Booth Cashiers,Psychology,2.46
36094,41-2012.00,Gambling Change Persons and Booth Cashiers,Law and Government,2.59
36052,41-2012.00,Gambling Change Persons and Booth Cashiers,Computers and Electronics,2.63
36038,41-2012.00,Gambling Change Persons and Booth Cashiers,Administrative,2.72
36092,41-2012.00,Gambling Change Persons and Booth Cashiers,Public Safety and Security,2.75
36082,41-2012.00,Gambling Change Persons and Booth Cashiers,English Language,2.97
36062,41-2012.00,Gambling Change Persons and Booth Cashiers,Mathematics,3.73
36044,41-2012.00,Gambling Change Persons and Booth Cashiers,Customer and Personal Service,4.15
36154,41-2021.00,Counter and Rental Clerks,History and Archeology,1.05
36124,41-2021.00,Counter and Rental Clerks,Building and Construction,1.18
36134,41-2021.00,Counter and Rental Clerks,Biology,1.22
36142,41-2021.00,Counter and Rental Clerks,Medicine and Dentistry,1.26
36144,41-2021.00,Counter and Rental Clerks,Therapy and Counseling,1.28
36152,41-2021.00,Counter and Rental Clerks,Fine Arts,1.31
36130,41-2021.00,Counter and Rental Clerks,Physics,1.33
36116,41-2021.00,Counter and Rental Clerks,Food Production,1.4
36120,41-2021.00,Counter and Rental Clerks,Engineering and Technology,1.4
36132,41-2021.00,Counter and Rental Clerks,Chemistry,1.62
36150,41-2021.00,Counter and Rental Clerks,Foreign Language,1.64
36156,41-2021.00,Counter and Rental Clerks,Philosophy and Theology,1.64
36138,41-2021.00,Counter and Rental Clerks,Sociology and Anthropology,1.7
36126,41-2021.00,Counter and Rental Clerks,Mechanical,1.76
36160,41-2021.00,Counter and Rental Clerks,Law and Government,1.83
36140,41-2021.00,Counter and Rental Clerks,Geography,1.85
36122,41-2021.00,Counter and Rental Clerks,Design,1.88
36136,41-2021.00,Counter and Rental Clerks,Psychology,2.06
36112,41-2021.00,Counter and Rental Clerks,Personnel and Human Resources,2.08
36162,41-2021.00,Counter and Rental Clerks,Telecommunications,2.16
36146,41-2021.00,Counter and Rental Clerks,Education and Training,2.31
36106,41-2021.00,Counter and Rental Clerks,Economics and Accounting,2.33
36164,41-2021.00,Counter and Rental Clerks,Communications and Media,2.41
36114,41-2021.00,Counter and Rental Clerks,Production and Processing,2.5
36158,41-2021.00,Counter and Rental Clerks,Public Safety and Security,2.5
36118,41-2021.00,Counter and Rental Clerks,Computers and Electronics,2.65
36166,41-2021.00,Counter and Rental Clerks,Transportation,2.74
36128,41-2021.00,Counter and Rental Clerks,Mathematics,3.01
36102,41-2021.00,Counter and Rental Clerks,Administration and Management,3.05
36108,41-2021.00,Counter and Rental Clerks,Sales and Marketing,3.42
36104,41-2021.00,Counter and Rental Clerks,Administrative,3.5
36148,41-2021.00,Counter and Rental Clerks,English Language,3.72
36110,41-2021.00,Counter and Rental Clerks,Customer and Personal Service,4.45
36218,41-2022.00,Parts Salespersons,Fine Arts,1.0
36220,41-2022.00,Parts Salespersons,History and Archeology,1.04
36200,41-2022.00,Parts Salespersons,Biology,1.08
36208,41-2022.00,Parts Salespersons,Medicine and Dentistry,1.08
36182,41-2022.00,Parts Salespersons,Food Production,1.09
36222,41-2022.00,Parts Salespersons,Philosophy and Theology,1.1
36196,41-2022.00,Parts Salespersons,Physics,1.37
36198,41-2022.00,Parts Salespersons,Chemistry,1.48
36210,41-2022.00,Parts Salespersons,Therapy and Counseling,1.54
36204,41-2022.00,Parts Salespersons,Sociology and Anthropology,1.56
36190,41-2022.00,Parts Salespersons,Building and Construction,1.63
36206,41-2022.00,Parts Salespersons,Geography,1.82
36216,41-2022.00,Parts Salespersons,Foreign Language,1.97
36226,41-2022.00,Parts Salespersons,Law and Government,2.11
36188,41-2022.00,Parts Salespersons,Design,2.16
36230,41-2022.00,Parts Salespersons,Communications and Media,2.35
36202,41-2022.00,Parts Salespersons,Psychology,2.47
36186,41-2022.00,Parts Salespersons,Engineering and Technology,2.63
36232,41-2022.00,Parts Salespersons,Transportation,2.81
36228,41-2022.00,Parts Salespersons,Telecommunications,2.87
36224,41-2022.00,Parts Salespersons,Public Safety and Security,2.88
36212,41-2022.00,Parts Salespersons,Education and Training,2.89
36192,41-2022.00,Parts Salespersons,Mechanical,3.12
36194,41-2022.00,Parts Salespersons,Mathematics,3.22
36178,41-2022.00,Parts Salespersons,Personnel and Human Resources,3.27
36180,41-2022.00,Parts Salespersons,Production and Processing,3.34
36172,41-2022.00,Parts Salespersons,Economics and Accounting,3.46
36214,41-2022.00,Parts Salespersons,English Language,3.57
36184,41-2022.00,Parts Salespersons,Computers and Electronics,3.81
36170,41-2022.00,Parts Salespersons,Administrative,3.87
36168,41-2022.00,Parts Salespersons,Administration and Management,3.98
36174,41-2022.00,Parts Salespersons,Sales and Marketing,4.1
36176,41-2022.00,Parts Salespersons,Customer and Personal Service,4.44
36266,41-2031.00,Retail Salespersons,Biology,1.17
36286,41-2031.00,Retail Salespersons,History and Archeology,1.26
36248,41-2031.00,Retail Salespersons,Food Production,1.36
36262,41-2031.00,Retail Salespersons,Physics,1.37
36264,41-2031.00,Retail Salespersons,Chemistry,1.39
36256,41-2031.00,Retail Salespersons,Building and Construction,1.43
36288,41-2031.00,Retail Salespersons,Philosophy and Theology,1.48
36272,41-2031.00,Retail Salespersons,Geography,1.61
36276,41-2031.00,Retail Salespersons,Therapy and Counseling,1.63
36284,41-2031.00,Retail Salespersons,Fine Arts,1.7
36282,41-2031.00,Retail Salespersons,Foreign Language,1.74
36274,41-2031.00,Retail Salespersons,Medicine and Dentistry,1.75
36258,41-2031.00,Retail Salespersons,Mechanical,1.81
36244,41-2031.00,Retail Salespersons,Personnel and Human Resources,1.85
36270,41-2031.00,Retail Salespersons,Sociology and Anthropology,1.87
36252,41-2031.00,Retail Salespersons,Engineering and Technology,1.89
36298,41-2031.00,Retail Salespersons,Transportation,1.95
36292,41-2031.00,Retail Salespersons,Law and Government,1.96
36254,41-2031.00,Retail Salespersons,Design,1.99
36294,41-2031.00,Retail Salespersons,Telecommunications,2.05
36246,41-2031.00,Retail Salespersons,Production and Processing,2.25
36238,41-2031.00,Retail Salespersons,Economics and Accounting,2.28
36290,41-2031.00,Retail Salespersons,Public Safety and Security,2.35
36296,41-2031.00,Retail Salespersons,Communications and Media,2.45
36278,41-2031.00,Retail Salespersons,Education and Training,2.69
36250,41-2031.00,Retail Salespersons,Computers and Electronics,2.75
36268,41-2031.00,Retail Salespersons,Psychology,2.89
36236,41-2031.00,Retail Salespersons,Administrative,3.01
36260,41-2031.00,Retail Salespersons,Mathematics,3.03
36234,41-2031.00,Retail Salespersons,Administration and Management,3.04
36280,41-2031.00,Retail Salespersons,English Language,3.67
36242,41-2031.00,Retail Salespersons,Customer and Personal Service,4.34
36240,41-2031.00,Retail Salespersons,Sales and Marketing,4.52
36314,41-3011.00,Advertising Sales Agents,Food Production,1.01
36330,41-3011.00,Advertising Sales Agents,Chemistry,1.01
36332,41-3011.00,Advertising Sales Agents,Biology,1.01
36322,41-3011.00,Advertising Sales Agents,Building and Construction,1.12
36340,41-3011.00,Advertising Sales Agents,Medicine and Dentistry,1.16
36328,41-3011.00,Advertising Sales Agents,Physics,1.24
36342,41-3011.00,Advertising Sales Agents,Therapy and Counseling,1.24
36324,41-3011.00,Advertising Sales Agents,Mechanical,1.26
36352,41-3011.00,Advertising Sales Agents,History and Archeology,1.38
36348,41-3011.00,Advertising Sales Agents,Foreign Language,1.51
36336,41-3011.00,Advertising Sales Agents,Sociology and Anthropology,1.55
36354,41-3011.00,Advertising Sales Agents,Philosophy and Theology,1.62
36364,41-3011.00,Advertising Sales Agents,Transportation,1.74
36318,41-3011.00,Advertising Sales Agents,Engineering and Technology,1.77
36320,41-3011.00,Advertising Sales Agents,Design,1.77
36356,41-3011.00,Advertising Sales Agents,Public Safety and Security,1.84
36350,41-3011.00,Advertising Sales Agents,Fine Arts,1.88
36338,41-3011.00,Advertising Sales Agents,Geography,1.9
36334,41-3011.00,Advertising Sales Agents,Psychology,2.15
36358,41-3011.00,Advertising Sales Agents,Law and Government,2.29
36310,41-3011.00,Advertising Sales Agents,Personnel and Human Resources,2.5
36360,41-3011.00,Advertising Sales Agents,Telecommunications,2.51
36304,41-3011.00,Advertising Sales Agents,Economics and Accounting,2.64
36312,41-3011.00,Advertising Sales Agents,Production and Processing,2.66
36344,41-3011.00,Advertising Sales Agents,Education and Training,2.69
36300,41-3011.00,Advertising Sales Agents,Administration and Management,3.13
36316,41-3011.00,Advertising Sales Agents,Computers and Electronics,3.29
36302,41-3011.00,Advertising Sales Agents,Administrative,3.35
36326,41-3011.00,Advertising Sales Agents,Mathematics,3.56
36362,41-3011.00,Advertising Sales Agents,Communications and Media,3.84
36346,41-3011.00,Advertising Sales Agents,English Language,3.96
36308,41-3011.00,Advertising Sales Agents,Customer and Personal Service,4.53
36306,41-3011.00,Advertising Sales Agents,Sales and Marketing,4.86
36394,41-3021.00,Insurance Sales Agents,Physics,1.01
36398,41-3021.00,Insurance Sales Agents,Biology,1.01
36390,41-3021.00,Insurance Sales Agents,Mechanical,1.03
36416,41-3021.00,Insurance Sales Agents,Fine Arts,1.03
36386,41-3021.00,Insurance Sales Agents,Design,1.04
36414,41-3021.00,Insurance Sales Agents,Foreign Language,1.05
36384,41-3021.00,Insurance Sales Agents,Engineering and Technology,1.07
36380,41-3021.00,Insurance Sales Agents,Food Production,1.09
36396,41-3021.00,Insurance Sales Agents,Chemistry,1.15
36388,41-3021.00,Insurance Sales Agents,Building and Construction,1.18
36420,41-3021.00,Insurance Sales Agents,Philosophy and Theology,1.21
36406,41-3021.00,Insurance Sales Agents,Medicine and Dentistry,1.56
36408,41-3021.00,Insurance Sales Agents,Therapy and Counseling,1.57
36402,41-3021.00,Insurance Sales Agents,Sociology and Anthropology,1.58
36418,41-3021.00,Insurance Sales Agents,History and Archeology,1.62
36404,41-3021.00,Insurance Sales Agents,Geography,1.81
36378,41-3021.00,Insurance Sales Agents,Production and Processing,2.27
36400,41-3021.00,Insurance Sales Agents,Psychology,2.39
36426,41-3021.00,Insurance Sales Agents,Telecommunications,2.45
36422,41-3021.00,Insurance Sales Agents,Public Safety and Security,2.47
36368,41-3021.00,Insurance Sales Agents,Administrative,2.56
36370,41-3021.00,Insurance Sales Agents,Economics and Accounting,2.69
36376,41-3021.00,Insurance Sales Agents,Personnel and Human Resources,2.83
36382,41-3021.00,Insurance Sales Agents,Computers and Electronics,2.9
36428,41-3021.00,Insurance Sales Agents,Communications and Media,3.07
36410,41-3021.00,Insurance Sales Agents,Education and Training,3.09
36366,41-3021.00,Insurance Sales Agents,Administration and Management,3.39
36430,41-3021.00,Insurance Sales Agents,Transportation,3.46
36424,41-3021.00,Insurance Sales Agents,Law and Government,3.54
36392,41-3021.00,Insurance Sales Agents,Mathematics,3.58
36412,41-3021.00,Insurance Sales Agents,English Language,4.1
36372,41-3021.00,Insurance Sales Agents,Sales and Marketing,4.62
36374,41-3021.00,Insurance Sales Agents,Customer and Personal Service,4.69
36460,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Physics,1.14
36472,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Medicine and Dentistry,1.19
36482,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Fine Arts,1.19
36462,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Chemistry,1.2
36464,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Biology,1.3
36452,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Design,1.34
36456,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Mechanical,1.36
36446,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Food Production,1.4
36454,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Building and Construction,1.47
36480,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Foreign Language,1.54
36474,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Therapy and Counseling,1.55
36486,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Philosophy and Theology,1.67
36484,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",History and Archeology,1.7
36450,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Engineering and Technology,1.75
36470,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Geography,1.76
36468,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sociology and Anthropology,1.83
36488,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Public Safety and Security,1.87
36444,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Production and Processing,2.03
36496,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Transportation,2.04
36492,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Telecommunications,2.35
36466,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Psychology,2.59
36442,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Personnel and Human Resources,2.63
36476,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Education and Training,2.65
36494,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Communications and Media,2.68
36434,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Administrative,3.0
36490,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Law and Government,3.11
36432,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Administration and Management,3.42
36448,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Computers and Electronics,3.5
36438,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales and Marketing,3.71
36458,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Mathematics,3.73
36478,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",English Language,3.82
36436,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Economics and Accounting,3.93
36440,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Customer and Personal Service,4.32
36538,41-3041.00,Travel Agents,Medicine and Dentistry,1.0
36520,41-3041.00,Travel Agents,Building and Construction,1.01
36526,41-3041.00,Travel Agents,Physics,1.01
36528,41-3041.00,Travel Agents,Chemistry,1.01
